"datasourceid","outputfrequency","startofperiod","sensor_name","atmPressure24HourMean.raw","atmPressure24HourMean.value","bcAllSources24HourMean.raw","bcAllSources24HourMean.value","bcBiomass24HourMean.raw","bcBiomass24HourMean.value","bcFossilFuel24HourMean.raw","bcFossilFuel24HourMean.value","bcSpectralB24HourMean.raw","bcSpectralB24HourMean.value","bcSpectralG24HourMean.raw","bcSpectralG24HourMean.value","bcSpectralIR24HourMean.raw","bcSpectralIR24HourMean.value","bcSpectralR24HourMean.raw","bcSpectralR24HourMean.value","bcSpectralUV24HourMean.raw","bcSpectralUV24HourMean.value","no2Conc24HourMean.raw","no2Conc24HourMean.value","pm2_5ConcMass24HourMean.raw","pm2_5ConcMass24HourMean.value","pm2_5ConcMass24HourMeanUsEpaAqi.raw","pm2_5ConcMass24HourMeanUsEpaAqi.value","pm2_5ConcNum24HourMean.raw","pm2_5ConcNum24HourMean.value","relHumidAmbient24HourMean.raw","relHumidAmbient24HourMean.value","relHumidInternal24HourMean.raw","relHumidInternal24HourMean.value","temperatureAmbient24HourMean.raw","temperatureAmbient24HourMean.value","temperatureInternal24HourMean.raw","temperatureInternal24HourMean.value","windDirection24HourMean.raw","windDirection24HourMean.value","windSpeed24HourMean.raw","windSpeed24HourMean.value","latitude","longitude","location","record_id"
"DMLBL6950","day","12/20/2025 12:00:00 AM","West Lawn 2",,,,,,,,,,,,,,,,,,,,,"5.29","6.47","29","36","5.64","5.64",,,"62.54","62.54",,,"0.34","0.34",,,,,"41.77747453159","-87.72038498734","POINT (-87.72038498734025 41.777474531589306)","DMLBL6950_2025-12-20"
"DPPCP3370","day","09/14/2025 12:00:00 AM","West Pullman 4",,,,,,,,,,,,,,,,,,,,,"36.82","19.54","104","70","48.45","48.45",,,"67.83","67.83",,,"23.93","23.93",,,,,"41.66388775","-87.62119153511","POINT (-87.6211915351054 41.66388775)","DPPCP3370_2025-09-14"
"DZBHR9476","day","01/09/2026 12:00:00 AM","Near South Side 2",,,,,,,,,,,,,,,,,,,"13.68","16.57","24.43","8.52","80","47","9.75","9.75",,,"77.5","77.5",,,"10.79","10.79",,,,,"41.85326985","-87.61952604024","POINT (-87.61952604024003 41.853269850000004)","DZBHR9476_2026-01-09"
"DRUBP9408","day","09/05/2025 12:00:00 AM","South Deering 2",,,,,,,,,,,,,,,,,,,"5.58","12.22","21.82","12.32","75","57","17.25","17.25",,,"53.79","53.79",,,"17.77","17.77",,,,,"41.7134615385","-87.55271837533","POINT (-87.55271837532699 41.71346153849869)","DRUBP9408_2025-09-05"
"DGTDZ6242","day","12/12/2025 12:00:00 AM","Forest Glen 3",,,,,,,,,,,,,,,,,,,,,"43.09","23.65","119","78","28.76","28.76",,,"69.39","69.39",,,"-2.64","-2.64",,,,,"41.98958085","-87.74435264432","POINT (-87.74435264432117 41.98958085)","DGTDZ6242_2025-12-12"
"DJWGZ0445","day","12/15/2025 12:00:00 AM","Grand Boulevard 1",,,,,,,,,,,,,,,,,,,,,"15.15","9.55","62","52","10.75","10.75",,,"59.5","59.5",,,"-10.84","-10.84",,,,,"41.81458865","-87.61885441048","POINT (-87.61885441047625 41.814588650000005)","DJWGZ0445_2025-12-15"
"DIXUN6634","day","12/13/2025 12:00:00 AM","Ashburn 3",,,,,,,,,,,,,,,,,,,,,"26.8","15.08","84","62","15.51","15.51",,,"62.68","62.68",,,"-7.09","-7.09",,,,,"41.7521062","-87.70393644313","POINT (-87.70393644313098 41.7521062)","DIXUN6634_2025-12-13"
"DFRKF1779","day","09/01/2025 12:00:00 AM","Norwood Park 2",,,,,,,,,,,,,,,,,,,,,"17.59","10.33","67","53","19.97","19.97",,,"61.52","61.52",,,"20.48","20.48",,,,,"41.99058225","-87.79848941722","POINT (-87.79848941721507 41.99058225)","DFRKF1779_2025-09-01"
"DWEIE9311","day","12/18/2025 12:00:00 AM","Bridgeport 2",,,,,,,,,,,,,,,,,,,"17.47","16.3","43.71","16.95","121","66","33.65","33.65",,,"81.27","81.27",,,"7.13","7.13",,,,,"41.8278059","-87.65209362443","POINT (-87.65209362442712 41.8278059)","DWEIE9311_2025-12-18"
"DKTWP2892","day","09/05/2025 12:00:00 AM","East Side 3",,,,,,,,,,,,,,,,,,,"7.78","9.88","19.6","11.86","71","56","16.29","16.29",,,"53.62","53.62",,,"17.95","17.95",,,,,"41.7006795","-87.53620860009","POINT (-87.53620860009178 41.7006795)","DKTWP2892_2025-09-05"
"DUNKA8014","day","12/16/2025 12:00:00 AM","North Park 3",,,,,,,,,,,,,,,,,,,,,"34.79","15.34","99","63","19.57","19.57",,,"65.98","65.98",,,"-2.45","-2.45",,,,,"41.9803401","-87.74288842798","POINT (-87.74288842798109 41.9803401)","DUNKA8014_2025-12-16"
"DFMDU1576","day","01/10/2026 12:00:00 AM","Greater Grand Crossing 1",,,,,,,,,,,,,,,,,,,"17.75","16.17","22.83","11.14","77","55","15.62","15.62",,,"74.95","74.95",,,"4.38","4.38",,,,,"41.7770346","-87.61823783346","POINT (-87.61823783345807 41.7770346)","DFMDU1576_2026-01-10"
"DLJWW1620","day","09/05/2025 12:00:00 AM","Englewood 2",,,,,,,,,,,,,,,,,,,"9.38","9.31","19.09","11.69","69","56","19.06","19.06",,,"52.98","52.98",,,"17.35","17.35",,,,,"41.78957595","-87.6348940749","POINT (-87.63489407489742 41.78957595)","DLJWW1620_2025-09-05"
"DFAKZ8204","day","01/20/2026 12:00:00 AM","New City 4",,,,,,,,,,,,,,,,,,,,,"5.82","5.23","32","29","3.35","3.35",,,"60.04","60.04",,,"-11.67","-11.67",,,,,"41.802323","-87.652894475","POINT (-87.65289447500001 41.802323)","DFAKZ8204_2026-01-20"
"DHNQG0980","day","09/11/2025 12:00:00 AM","Irving Park 1",,,,,,,,,,,,,,,,,,,"20.39","13.32","19.49","12.05","70","56","30.54","30.54",,,"65.28","65.28",,,"21.54","21.54",,,,,"41.96257933332","-87.74452053946","POINT (-87.74452053946244 41.96257933331695)","DHNQG0980_2025-09-11"
"DXUQX7513","day","09/07/2025 12:00:00 AM","Ashburn 8",,,,,,,,,,,,,,,,,,,"8.19","11.22","8.98","7.3","49","41","12.09","12.09",,,"53.03","53.03",,,"16.21","16.21",,,,,"41.73966255","-87.73740646472","POINT (-87.73740646471919 41.73966255)","DXUQX7513_2025-09-07"
"DAREG6245","day","12/10/2025 12:00:00 AM","Lake View 5",,,,,,,,,,,,,,,,,,,,,"26.3","11.42","83","55","18.95","18.95",,,"80.49","80.49",,,"2.34","2.34",,,,,"41.93525075","-87.6725314","POINT (-87.6725314 41.93525075)","DAREG6245_2025-12-10"
"DIZEF3591","day","12/12/2025 12:00:00 AM","West Pullman 3",,,,,,,,,,,,,,,,,,,,,"48.46","21.72","133","74","27.34","27.34",,,"68.88","68.88",,,"-1.72","-1.72",,,,,"41.67596525","-87.62018065","POINT (-87.62018065 41.67596525)","DIZEF3591_2025-12-12"
"DTVYY1142","day","12/11/2025 12:00:00 AM","Lower West Side 3",,,,,,,,,,,,,,,,,,,,,"17.58","10.75","67","54","10.86","10.86",,,"62.15","62.15",,,"-1.94","-1.94",,,,,"41.85322215","-87.65232092746","POINT (-87.65232092746314 41.85322215)","DTVYY1142_2025-12-11"
"DQTUI1287","day","12/14/2025 12:00:00 AM","Hegewisch 4",,,,,,,,,,,,,,,,,,,,,"7.61","6.5","42","36","4.22","4.22",,,"57.25","57.25",,,"-13.41","-13.41",,,,,"41.6496509","-87.55276648075","POINT (-87.55276648075318 41.6496509)","DQTUI1287_2025-12-14"
"DJIHM1001","day","01/12/2026 12:00:00 AM","West Town 1",,,,,,,,,,,,,,,,,,,,,"9.61","7.82","52","43","8.4","8.4",,,"66.54","66.54",,,"0.86","0.86",,,,,"41.9083288","-87.6905694159","POINT (-87.69056941589595 41.90832880000001)","DJIHM1001_2026-01-12"
"DTVYY1142","day","10/09/2025 12:00:00 AM","Lower West Side 3",,,,,,,,,,,,,,,,,,,"14.69","14.55","4.26","5.39","23","29","5.51","5.51",,,"55.65","55.65",,,"14.36","14.36",,,,,"41.85322215","-87.65232092746","POINT (-87.65232092746314 41.85322215)","DTVYY1142_2025-10-09"
"DFIBC1899","day","01/24/2026 12:00:00 AM","South Deering 7","1,018","1,018",,,,,,,,,,,,,,,,,,,"16.74","12.31","65","57","7.18","7.18","52.3","52.3","45.24","45.24","-18.4","-18.4","-16.34","-16.34","314.26","314.26","1.51","1.51","41.66442141106","-87.58654247521","POINT (-87.58654247521171 41.66442141105966)","DFIBC1899_2026-01-24"
"DFVRF7063","day","12/10/2025 12:00:00 AM","Austin 2",,,,,,,,,,,,,,,,,,,,,"27.54","10","85","53","16.72","16.72",,,"78.54","78.54",,,"2.41","2.41",,,,,"41.90386395","-87.75296686302","POINT (-87.75296686301743 41.90386395)","DFVRF7063_2025-12-10"
